digits,section,division,group,class,item,desc_en,exclude_en,include_en,desc_bm,exclude_bm,include_bm
4,R,93,931,9311,-,Operation of sports facilities for indoor or outdoor sports events,"(a) renting of recreation and sports equipment, see 7721; (b) park and beach activities, see 93291",,Operasi bagi kemudahan acara sukan dalam dan luar bangunan,"(a) sewaan alatan sukan dan rekreasi, lihat 7721; (b) aktiviti taman dan pantai, lihat 93291",
4,R,93,931,9312,-,Activities of sports clubs,"(a) sport instruction by individual teachers, trainers, see 85419; (b) operation of sport facilities, see 9311; (c) organization and operation of outdoor or indoor sport events for professionals or amateurs by sport clubs with their own facilities, see 93119",,Aktiviti kelab sukan,"(a) peraturan sukan oleh guru persendirian, jurulatih, lihat 85419; (b) operasi kemudahan sukan, lihat 9311; (c) penganjuran dan operasi acara sukan dalam dan luar bangunan untuk profesional atau amatur oleh organisasi dengan kemudahan sukan sendiri, lihat 93119",
4,R,93,931,9319,-,Other sports activities,"(a) breeding of racing horses, see 01420; (b) renting of sports equipment, see 7721 ; (c) activities of sport and game schools, see 8541 ; (d) activities of sports instructors, teachers, coaches, see 85419; (e) organization and operation of outdoor or indoor sports events for professionals or amateurs by sports clubs with/without own facilities, see 93119, 93120; (f) park and beach activities, see 93291",,Aktiviti sukan lain,"(a) pembiakan kuda lumba, lihat 01420; (b) sewaan kelengkapan sukan, lihat 7721; (c) aktiviti sukan dan permainan sekolah, lihat 8541; (d) aktiviti pengajar, guru dan jurulatih sukan, lihat 85419; (e) penganjuran dan operasi acara sukan dalam dan luar bangunan untuk profesional atau amatur oleh organisasi dengan/tanpa kemudahan sukan sendiri, lihat 93119, 93120; (f) aktiviti taman dan pantai, lihat 93291",
4,R,93,932,9321,-,Activities of amusement parks and theme parks,,,Aktiviti taman hiburan dan taman tema,,
4,R,93,932,9329,-,Other amusement and recreation activities n.e.c.,"(a) fishing cruises (sea and coastal), see 50113, fishing cruises (inland water), see 50212; (b) the provision of space and facilities for short stay by visitors in recreational parks and forests and campgrounds, see 55200; (c) beverage serving activities of discotheques, see 56301; (d) trailer parks, campgrounds, recreational camps, hunting and fishing camps, campsites and campgrounds, see 55200; (e) separate renting of leisure and pleasure equipment, see 7721; (f) operation (exploitation) of coin-operated gambling machines, see 92000 ; (g) activities of amusement parks and theme parks, see 93210",,Aktiviti hiburan dan rekreasi lain t.t.t.l.,"(a) cruise memancing (laut dan pesisir pantai), lihat 50113, cruise memancing (laut dalam), lihat 50212; (b) penyediaan ruang dan kemudahan untuk persinggahan sementara oleh pelawat di taman rekreasi dan hutan dan tapak perkhemahan, lihat 55200; (c) aktiviti penyediaan minuman di kelab malam, lihat 56301; (d) pakir treler, tapak perkhemahan, kem rekreasi, kem memburu dan memancing, kawasan perkhemahan dan tapak perkhemahan, lihat 55200; (e) sewaan kelengkapan riadah secara berasingan, lihat 7721; (f) operasi (eksploitasi) mesin judi slot syiling, lihat 92000; (g) aktiviti taman hiburan dan taman tema, lihat 93210",
4,S,94,941,9411,-,Activities of business and employers membership organizations,"activities of trade unions, see 94200",,Aktiviti keahlian organisasi perniagaan dan majikan,"aktiviti kesatuan buruh, lihat 94200",
4,S,94,941,9412,-,Activities of professional membership organizations,"education provided by these organizations, see division 85",,Aktiviti keahlian organisasi professional,"pendidikan disediakan oleh organisasi berkenaan, lihat bahagian 85",
4,S,94,942,9420,-,Activities of trade unions,"education provided by such organizations, see division 85",,Aktiviti kesatuan buruh,"pendidikan disediakan oleh organisasi berkenaan, lihat bahagian 85",
4,S,94,949,9491,-,Activities of religious organizations,"(a) education provided by such organizations, see division 85; (b) health activities by such organizations, see division 86; (c) social work activities by such organizations, see division 87, 88",,Aktiviti organisasi keagamaan,"(a) pendidikan disediakan oleh organisasi berkenaan, lihat bahagian 85; (b) aktiviti kesihatan oleh organisasi berkenaan, lihat bahagian 86; (c) aktiviti kerja sosial oleh organisasi berkenaan, lihat bahagian 87, 88",
4,S,94,949,9492,-,Activities of political organizations,,,Aktiviti organisasi politik,,
4,S,94,949,9499,-,Activities of other membership organizations n.e.c.,"(a) activities of professional artistic groups or organization, see 9000; (b) activities of sports clubs, see 93120; (c) activities of professional associations, see 94120",,Aktiviti keahlian organisasi lain t.t.t.l.,"(a) aktiviti kumpulan atau organisasi kesenian professional, lihat 9000 ; (b) aktiviti kelab sukan, lihat 93120; (c) aktiviti persatuan profesional, lihat 94120",
4,S,95,951,9511,-,Repair of computers and peripheral equipment,"the repair and maintenance of carrier equipment modems, see 95125",,Pembaikan komputer dan peralatan sampingan,"pembaikan dan penyelenggaraan peralatan carrier modems, lihat 95125",
4,S,95,951,9512,-,Repair of communication equipment,,,Pembaikan dan penyelenggaraan peralatan komunikasi,,
4,S,95,952,9521,-,Repair of consumer electronics,,,Pembaikan peralatan elektronik pengguna,,
4,S,95,952,9522,-,Repair of household appliances and home and garden equipment,"(a) repair of hand held power tools, see 33120; (b) repair of central air conditioning systems, see 43225",,Pembaikan kelengkapan isi rumah dan peralatan rumah dan halaman,"(a) pembaikan hand held power tools, lihat 33120; (b) pembaikan sistem utama pendingin udara, lihat 43225",
4,S,95,952,9523,-,Repair of footwear and leather goods,,,Pembaikan kelengkapan kasut dan barangan kulit,,
4,S,95,952,9524,-,Repair of furniture and home furnishings,,,Pembaikan perabut dan kelengkapan rumah,,
4,S,95,952,9529,-,"Repair of personal and household goods, n.e.c.","(a) industrial engraving of metals, see 25920; (b) repair of hand held power tools, see 33120; (c) repair of sporting and recreational guns, see 33120; (d) repair of time clocks, time/date stamps, time locks and similar time recording devices, see 33131",,"Pembaikan barangan persendirian dan isi rumah, t.t.t.l","(a) industri mengukir/membentuk logam, lihat 25920; (b) membaiki peralatan hand- held power, lihat 33120; (c) membaiki senapang sukan dan reakreasi, lihat 33120; (d) membaiki jam masa, penanda masa/tarikh, pengunci masa dan peranti perakam masa yang seumpamanya, lihat 33131",
4,S,96,960,9601,-,Washing and (dry-) cleaning of textile and fur products,"(a) renting of clothing other than work uniforms, even if cleaning of these goods is an integral part of the activity, see 7730; (b) repair and alteration of clothing, etc., as an independent activity, see 95292",,Basuhan dan cucian kering bagi tekstil dan produk berbulu,"(a) penyewaan pakaian selain daripada pakaian seragam kerja, walaupun pembersihan bagi pakaian ini menjadi pelengkap kepada sebahagian daripada aktiviti ini, lihat 7730; (b) pembaikan dan pemindaan pakaian, dll., seperti aktiviti yang tidak tertakluk kepada yang lain, lihat 95292",
4,S,96,960,9602,-,Hairdressing and other beauty treatment,manufacture of wigs see 32909,,Dandanan rambut dan penjagaan kecantikan lain,"pembuatan rambut palsu, lihat 32909",
4,S,96,960,9603,-,Funeral and related activities of human or animal corpses and related activities,"religious funeral service activities, see 94910",,Aktiviti berkaitan pengebumian manusia atau haiwan dan aktiviti yang berkaitan dengannya,"aktiviti perkhidmatan pengebumian mengikut keagamaan, lihat 94910",
4,S,96,960,9609,-,Other service activities n.e.c.,"(a) veterinary activities, see 75000; (b) activities of fitness centres, see 93118",,Aktiviti perkhidmatan lain t.t.t.l,"(a) aktiviti veterinar, lihat 75000; (b) aktiviti pusat kesihatan, lihat 93118",
4,T,97,970,9700,-,Activities of households as employers of domestic personnel,"(a) provision of services (e.g. cooking, gardening) by independent service providers (companies or individuals), see according to type of services; (b) other support activities typically provided to businesses not elsewhere classified such as runner classified in class 82990; (c) repossession services are classified in class 82990; (d) photographic activities is classified in class 74200; (e) renovation and repair of dwellings and other structures are classified in class 4100 construction of buildings; (f) repair of personal and household goods is classified in group 952",,Aktiviti isi rumah sebagai majikan bagi personel domestik,"(a) peruntukan perkhidmatan (cth. memasak, berkebun) oleh pembekal perkhidmatan bebas (syarikat atau perseorangan), lihat mengikut jenis perkhidmatan; (b) aktiviti sokongan lain kebiasaannya disediakan untuk perniagaan tidak terkelas di mana-mana seperti runner diklasifikasikan dalam kelas 82990; (c) perkhidmatan pemilikan semula diklasifikasikan dalam kelas 82990; (d) aktiviti fotografi diklasifikasikan dalam kelas 74200; (e) pengubahsuaian dan membaiki tempat tinggal dan lain-lain struktur diklasifikasikan dalam kelas 4100 pembinaan bangunan; (f) membaiki barangan persendirian dan isi rumah diklasifikasikan dalam kelas 952",
4,T,98,981,9810,-,Undifferentiated goods-producing activities of private households for own use,,"(a) if household are also engaged in the production of marketed goods, they are classified to the appropriate goods-producing industry of MSIC (b) if household are principally engaged in a specific goods-producing subsistence activity, they are classified to appropriate good-producing industry of MSIC",Aktiviti mengeluarkan barangan yang tidak dapat dibezakan oleh isi rumah persendirian untuk kegunaan sendiri,,"(a) jika isi rumah terlibat dalam pengeluaran barangan yang dipasarkan, mereka diklasifikasikan kepada industri pengeluaran barangan yang bersesuaian dengan MSIC (b) jika isi rumah terlibat terutamanya dalam aktiviti pengeluaran barangan sara hidup tertentu, mereka diklasifikasikan kepada industri pengeluaran barangan yang bersesuaian dengan MSIC"
4,T,98,982,9820,-,Undifferentiated service-producing activities of private households for own use,,"if households are also engaged in the production of multiple goods for subsistence purposes, they are classified to the undifferentiated goods-producing subsistence activities of households",Aktiviti menyediakan perkhidmatan yang tidak dapat dibezakan oleh isi rumah persendirian untuk kegunaan sendiri,,"jika isi rumah juga terlibat dalam penghasilan beberapa barangan untuk tujuan saraan, mereka diklasifikasikan kepada aktiviti isi rumah bagi pengeluaran sara hidup yang tidak dapat dibezakan oleh isi rumah"
4,U,99,990,9900,-,Activities of extraterritorial organizations and bodies,,,Aktiviti badan dan pertubuhan luar wilayah,,
5,A,01,011,0111,01111,Growing of maize,,,Penanaman jagung,,
5,A,01,011,0111,01112,Growing of leguminous crops,,,Penanaman tanaman kekacang,,
5,A,01,011,0111,01113,Growing of oil seeds,,,Penanaman bijian berminyak,,
5,A,01,011,0111,01119,Growing of other cereals n.e.c.,,,Penanaman bijirin lain t.t.t.l,,
5,A,01,011,0112,01120,Growing of paddy,,organic farming and the growing of genetically modified paddy,Penanaman padi,,
5,A,01,011,0113,01131,Growing of leafy or stem vegetables,,"growing of asparagus, cabbages, spinach and lettuce",Penanaman sayur-sayuran berdaun atau berbatang,,
5,A,01,011,0113,01132,Growing of fruits bearing vegetables,,growing of cucumbers and tomatoes,Penanaman sayur-sayuran berbuah,,
5,A,01,011,0113,01133,Growing of melons,,"growing of watermelon, honey dew and rock melon",Penanaman tembikai,,
5,A,01,011,0113,01134,Growing of mushrooms and truffles,,,Penanaman cendawan dan truffles,,
5,A,01,011,0113,01135,"Growing of vegetables seeds, except beet seeds",,,"Penanaman benih sayuran, kecuali benih bit",,
5,A,01,011,0113,01136,Growing of other vegetables,,,Penanaman sayur-sayuran lain,,
5,A,01,011,0113,01137,Growing of sugar beet,,,Penanaman ubi gula,,
5,A,01,011,0113,01138,"Growing of roots, tubers, bulb or tuberous vegetables",,"growing of cassava, yams, carrots, garlic and tapioca","Penanaman tumbuhan berakar, ubi-ubian, bebawang atau sayur-sayuran berubi",,
5,A,01,011,0114,01140,Growing of sugar cane,"growing of sugar beet, see 01137",,Penanaman tebu,,
5,A,01,011,0115,01150,Growing of tobacco,,,Penanaman tembakau,,
5,A,01,011,0116,01160,Growing of fibre crops,,growing of cotton,Penanaman tanaman berserat,,
5,A,01,011,0119,01191,Growing of flowers,,production of cut flowers and flower buds,Penanaman bunga,,
5,A,01,011,0119,01192,Growing of flower seeds,,,Penanaman biji benih bungaan,,
5,A,01,011,0119,01193,Growing of sago (rumbia),,,Penanaman sagu (rumbia),,
5,A,01,011,0119,01199,Growing of other non-perennial crops n.e.c.,,growing of maize for fodder,Penanaman tanaman bukan kekal lain t.t.t.l,,
5,A,01,012,0121,01210,Growing of grapes,"manufacture of wines, see 1102",,Penanaman anggur,membuat wain,
5,A,01,012,0122,01221,Growing of banana,,,Penanaman pisang,,
5,A,01,012,0122,01222,Growing of mango,,,Penanaman mangga,,
5,A,01,012,0122,01223,Growing of durian,,,Penanaman durian,,
5,A,01,012,0122,01224,Growing of rambutan,,,Penanaman rambutan,,
5,A,01,012,0122,01225,Growing of star fruit,,,Penanaman buah belimbing,,
5,A,01,012,0122,01226,Growing of papaya,,,Penanaman betik,,
5,A,01,012,0122,01227,Growing of pineapple,,,Penanaman nenas,,
5,A,01,012,0122,01228,Growing of pitaya (dragon fruit),,,Penanaman buah naga,,
5,A,01,012,0122,01229,Growing of other tropical and subtropical fruits n.e.c.,,"ciku , duku, duku langsat, langsat, dokong, cempedak, kedondong, durian belanda, salak, pulasan, longan, mata kucing, jackfruit, mangosteen and avocado",Penanaman buah-buahan tropika dan subtropika lain t.t.t.l,,
5,A,01,012,0123,01231,Growing of pomelo,,,Penanaman limau bali,,
5,A,01,012,0123,01232,Growing of lemon and limes,,,Penanaman lemon dan limau nipis,,
5,A,01,012,0123,01233,Growing of tangerines and mandarin,,,Penanaman tangerin dan mandarin,,
5,A,01,012,0123,01239,Growing of other citrus fruits n.e.c.,,,Penanaman buah-buahan sitrus lain t.t.t.l.,,
5,A,01,012,0124,01241,Growing of guava,,,Penanaman jambu batu,,
5,A,01,012,0124,01249,Growing of other pome fruits and stones fruits n.e.c.,,,Penanaman buah-buahan delima dan berbiji lain t.t.t.l,,
5,A,01,012,0125,01251,Growing of berries,,"strawberries, blueberries, kiwi and other berries",Penanaman buah beri,,
5,A,01,012,0125,01252,Growing of fruit seeds,,,Penanaman biji benih buah-buahan,,
5,A,01,012,0125,01253,Growing of edible nuts,,"growing of cashew nuts, chestnuts, almonds, pistachios and other nut",Penanaman kekacang yang boleh dimakan,,
5,A,01,012,0125,01259,Growing of other tree and bush fruits,,growing of locust beans,Penanaman pokok dan buah-buahan bertandan lain,,
5,A,01,012,0126,01261,Growing of oil palm (estate),,,Penanaman kelapa sawit (estet),,
5,A,01,012,0126,01262,Growing of oil palm (smallholdings),,,Penanaman kelapa sawit (kebun kecil),,
5,A,01,012,0126,01263,Growing of coconut (estate and smallholdings),,,Penanaman kelapa (estet dan kebun kecil),,
5,A,01,012,0126,01269,Growing of other oleaginous fruits n.e.c.,,,Penanaman buah-buah lain untuk minyak t.t.t.l.,,
5,A,01,012,0127,01271,Growing of coffee,,,Penanaman kopi,,
5,A,01,012,0127,01272,Growing of tea,,,Penanaman teh,,
5,A,01,012,0127,01273,Growing of cocoa,,,Penanaman koko,,
5,A,01,012,0127,01279,Growing of other beverage crops n.e.c.,,,Penanaman tanaman minuman lain t.t.t.l.,,
5,A,01,012,0128,01281,Growing of pepper (piper nigrum),,,Penanaman lada hitam (piper nigrum),,
5,A,01,012,0128,01282,Growing of chilies and pepper (capsicum spp.),,,Penanaman cili dan lada (lada benggala spp.),,
5,A,01,012,0128,01283,Growing of nutmeg,,,Penanaman buah pala,,
5,A,01,012,0128,01284,Growing of ginger,,,Penanaman halia,,
5,A,01,012,0128,01285,"Growing of plants used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes","growing of cat whiskers, see 01289 growing of tongkat ali, see 01289","growing of serai wangi, daun pandan and bunga tanjung","Penanaman tanaman yang digunakan terutamanya untuk penghasilan minyak wangi, untuk farmasi atau untuk racun serangga, kulat atau untuk tujuan yang seumpamanya",,
5,A,01,012,0128,01289,Growing of other spices and aromatic crops n.e.c.,,growing of cat whiskers,Penanaman tanaman rempah ratus dan aromatik lain t.t.t.l,,
5,A,01,012,0129,01291,Growing of rubber trees (estate),,,Penanaman pokok getah (estet),,
5,A,01,012,0129,01292,Growing of rubber trees (smallholdings),,,Penanaman pokok getah (kebun kecil),,
5,A,01,012,0129,01293,Growing of trees for extraction of sap,"gathering of tree sap or rubber-like gums in the wild, see 02309",,Penanaman pokok untuk pengekstrakan sap,,
5,A,01,012,0129,01294,Growing of nipa palm,,,Penanaman pokok nipah,,
5,A,01,012,0129,01295,Growing of areca,,,Penanaman pokok pinang,,
5,A,01,012,0129,01296,Growing of roselle,,,Penanaman pokok roselle,,
5,A,01,012,0129,01299,Growing of other perennial crops n.e.c.,,growing of Christmas tree,Penanaman tanaman kekal lain t.t.t.l,,
5,A,01,013,0130,01301,Growing of plants for planting,,,Penanaman tumbuhan sebagai tanaman,,
5,A,01,013,0130,01302,Growing of plants for ornamental purposes,,turf for transplanting,Penanaman tumbuhan untuk tujuan hiasan,,
5,A,01,013,0130,01303,"Growing of live plants for bulbs, tubers and roots; cuttings and slips; mushroom spawn",,,"Penanaman tumbuhan untuk bebawang, ubi dan akar; keratan dan slips; cendawan",,
5,A,01,013,0130,01304,Operation of tree nurseries,"operation of forest tree nurseries, see 02103",,Operasi tapak semaian pokok (nurseries)(,,
5,A,01,014,0141,01411,"Raising, breeding and production of cattle or buffaloes",,,"Penternakan, pembiakan dan pengeluaran lembu atau kerbau",,
5,A,01,014,0141,01412,Production of raw milk from cows or buffaloes,,,Pengeluaran susu mentah daripada lembu atau kerbau,,
5,A,01,014,0141,01413,Production of bovine semen,,,Pengeluaran air mani lembu,,
5,A,01,014,0142,01420,"Raising and breeding of horses, asses, mules or hinnes",,racing horses,"Penternakan dan pembiakan kuda, keldai, baghal atau hinnes",,
5,A,01,014,0143,01430,Raising and breeding of camels (dromedary) and camelids,,,Penternakan dan pembiakan unta (dromedary) dan camelid,,
5,A,01,014,0144,01441,"Raising, breeding and production of sheep and goats",,,"Penternakan, pembiakan dan pengeluaran biri-biri dan kambing",,
5,A,01,014,0144,01442,Production of raw sheep or goat’s milk,,,Pengeluaran susu mentah biri-biri atau kambing,,
5,A,01,014,0144,01443,Production of raw wool,,,Pengeluaran bulu belum proses,,
5,A,01,014,0145,01450,"Raising, breeding and production of swine/pigs",,,"Penternakan, pembiakan dan pengeluaran babi",,
5,A,01,014,0146,01461,"Raising, breeding and production of chicken, broiler",,,"Penternakan, pembiakan dan pengeluaran ayam, ayam daging",,
5,A,01,014,0146,01462,"Raising, breeding and production of ducks",,,"Penternakan, pembiakan dan pengeluaran itik",,
5,A,01,014,0146,01463,"Raising, breeding and production of geese",,,"Penternakan, pembiakan dan pengeluaran angsa",,
5,A,01,014,0146,01464,"Raising, breeding and production of quails",,production of quail eggs,"Penternakan, pembiakan dan pengeluaran burung puyuh",,
5,A,01,014,0146,01465,Raising and breeding of other poultry n.e.c.,,raising and breeding of turkeys and guinea-fowls,Penternakan dan pembiakan unggas lain t.t.t.l.,,
5,A,01,014,0146,01466,Production of chicken eggs,,,Pengeluaran telur ayam,,
5,A,01,014,0146,01467,Production of duck eggs,,,Pengeluaran telur itik,,
5,A,01,014,0146,01468,Production of other poultry eggs n.e.c.,,,Pengeluaran telur unggas lain t.t.t.l.,,
5,A,01,014,0146,01469,Operation of poultry hatcheries,,,Operasi penetasan unggas,,
5,A,01,014,0149,01491,"Raising, breeding and production of semi-domesticated",,"emus, ostriches, insects, rabbits and other fur animals","Penternakan, pembiakan dan pengeluaran haiwan separuh jinak",,
5,A,01,014,0149,01492,"Production of fur skins, reptile or bird’s skin from ranching operation",,,"Pengeluaran kulit berbulu, kulit burung atau reptilia dari operasi ladang ternakan",,
5,A,01,014,0149,01493,"Operation of worm farms, land mollusc farms, snail farms",,,"Operasi ternakan cacing, moluska, siput",,
5,A,01,014,0149,01494,Raising of silk worms and production of silk worm cocoons,,,Penternakan ulat sutera dan pengeluaran hasil kepompong ulat sutera,,
5,A,01,014,0149,01495,Bee keeping and production of honey and beeswax,,,Penternakan lebah dan pengeluaran hasil madu dan lilin lebah,,
5,A,01,014,0149,01496,Raising and breeding of pet animals,"farming of marine/freshwater ornamental fish, see 03211, 03221",,Penternakan dan pembiakan haiwan peliharaan,,
5,A,01,014,0149,01497,Raising and breeding of swiflet,,,Penternakan dan pembiakan burung walit,,
5,A,01,014,0149,01499,Raising of diverse/other animals n.e.c.,,exotic and other live animals,Penternakan pelbagai/haiwan lain t.t.t.l,,
5,A,01,015,0150,01500,Mixed farming,,,Pertanian campuran,,
5,A,01,016,0161,01610,Agricultural activities for crops production on a fee or contract basis,,"the preparation of fields, harvesting, pest control (including rabbits) in connection with agriculture",Aktiviti pertanian untuk pengeluaran tanaman berasaskan yuran atau kontrak,,
5,A,01,016,0162,01620,Agricultural activities for animal production on a fee or contract basis,,,Aktiviti pertanian untuk pengeluaran ternakan berasaskan yuran atau kontrak,,
5,A,01,016,0163,01631,Preparation of crops for primary markets,,"cleaning, trimming, grading, disinfecting, cotton ginning",Penyediaan tanaman untuk pasaran utama,,
5,A,01,016,0163,01632,Preparation of tobacco leaves,,preliminary processing tobacco leaves,Penyediaan daun tembakau,,
5,A,01,016,0163,01633,Preparation of cocoa beans,,,Penyediaan biji koko,,
5,A,01,016,0163,01634,Sun-drying of fruits and vegetables,,,Menjemur sayur-sayuran dan buah-buahan,,
5,A,01,016,0164,01640,Seed processing for propagation,"growing of seeds, see groups 011 and 012. processing of seeds to obtain oil, see 1040. research to develop or modify new forms of seeds, see 7210","all post-harvest activities aimed at improving the propagation quality of seed through the removal of non-seed materials, undersized, mechanically or insect-damaged and immature seeds as well as removing the seed moisture to a safe level for seed storage",Pemprosesan benih untuk pembiakan,,
5,A,01,017,0170,01701,Hunting and trapping on a commercial basis,,,Pemburuan dan penjeratan haiwan secara komersial,,
5,A,01,017,0170,01702,Taking of animals (dead or alive),,,Penangkapan haiwan (hidup atau mati),,
5,A,02,021,0210,02101,"Planting, replanting, transplanting, thinning and conserving of forests and timber tracts",,enrichment planting,"Penanaman, penanaman semula, pemindahan, pengurusan dan pemuliharaan hutan dan kawasan lapang",,
5,A,02,021,0210,02102,"Growing of coppice, pulpwood and fire wood",,nurseries for forest plantation,"Penanaman untuk tunas semula, kayu pulpa dan kayu api",,
5,A,02,021,0210,02103,Operation of forest tree nurseries,,,Operasi tapak semaian pokok hutan,,
5,A,02,021,0210,02104,Collection and raising of wildings (peat swamp forest tree species),,,Pengumpulan dan pemeliharaan hutan liar (spesis pokok hutan paya gambut),,
5,A,02,021,0210,02105,Forest plantation,,,Ladang hutan,,
5,A,02,022,0220,02201,Production of round wood for forest-based manufacturing industries,,,Pengeluaran kayu balak untuk industri berasaskan kayu,,
5,A,02,022,0220,02202,Production of round wood used in an unprocessed form,,"pit-props, fence posts and utility poles",Pengeluaran kayu balak yang digunakan dalam bentuk belum proses,,
5,A,02,022,0220,02203,Production of charcoal in the forest (using traditional methods),,"collection of bark (inland species, mangrove species and gelam) and firewood",Pengeluaran arang kayu dalam hutan (menggunakan kaedah tradisional),,
5,A,02,022,0220,02204,Rubber wood logging,,,Pembalakan kayu getah,,
5,A,02,023,0230,02301,"Collection of rattan, bamboo",,,"Pengumpulan rotan, buluh",,
5,A,02,023,0230,02302,Bird’s nest collection,,,Pemungutan sarang burung,,
5,A,02,023,0230,02303,Wild sago palm collection,,,Pengumpulan pokok sagu liar,,
5,A,02,023,0230,02309,Gathering of non-wood forest products n.e.c.,,collection of wild tree saps (e.g. dammar),Pengumpulan produk hutan bukan kayu t.t.t.l,,
5,A,02,024,0240,02401,Carrying out part of the forestry and forest plantation operation on a fee or contract basis for forestry service activities,"operation of forest tree nurseries, see 02103",the forestry inventories,Menjalankan sebahagian operasi perhutanan dan ladang hutan berdasarkan bayaran atau secara kontrak untuk aktiviti perkhidmatan perhutanan,,
5,A,02,024,0240,02402,Carrying out part of the forestry operation on a fee or contract basis for logging service activities,"operation of forest tree nurseries, see 02103",transport of logs within the forest and outside of forest,Menjalankan sebahagian operasi perhutanan berdasarkan bayaran atau secara kontrak untuk aktiviti perkhidmatan pembalakan,,
5,A,03,031,0311,03111,Fishing on a commercial basis in ocean and coastal waters,,capturing of whales,Perikanan komersil di laut dan perairan pantai,,
5,A,03,031,0311,03112,Collection of marine crustaceans and molluscs,,,Pemungutan krustasia dan moluska laut,,
5,A,03,031,0311,03113,"Taking of aquatic animals: sea squirts, tunicates, sea urchins",,,"Pengambilan haiwan akuatik : sea squirts, tunikat, landak laut",,
5,A,03,031,0311,03114,Activities of vessels engaged both in fishing and in processing and preserving of fish,,,"Aktiviti atas vessel yang melibatkan penangkapan, pemprosesan dan pengawetan ikan",,
5,A,03,031,0311,03115,"Gathering of other marine organisms and materials (natural pearls, sponges, coral and algae)",,,"Pengumpulan organisma perikanan dan hasil laut lain (tiram semulajadi, span, batu karang dan alga)",,
5,A,03,031,0311,03119,Marine fishing n.e.c.,,,Perikanan laut t.t.t.l.,,
5,A,03,031,0312,03121,Fishing on a commercial basis in inland waters,,,Perikanan komersil di darat,,
5,A,03,031,0312,03122,Taking of freshwater crustaceans and molluscs,,,Pengambilan krustasia dan moluska air tawar,,
5,A,03,031,0312,03123,Taking of freshwater aquatic animals,,,Pengambilan haiwan akuatik air tawar,,
5,A,03,031,0312,03124,Gathering of freshwater flora and fauna,,,Pengumpulan flora dan fauna air tawar,,
5,A,03,031,0312,03129,Freshwater fishing n.e.c.,,,Perikanan ikan air tawar t.t.t.l.,,
5,A,03,032,0321,03211,Fish farming in sea water,,farming of marine ornamental fish,Ternakan ikan di laut,,
5,A,03,032,0321,03212,"Production of bivalve spat (oyster, mussel), lobster lings, shrimp post-larvae, fish fry and fingerlings",,,"Pengeluaran dwi-cangkerang spat (tiram, kupang), anak udang kara, anak udang dan benih ikan",,
5,A,03,032,0321,03213,Growing of laver and other edible seaweeds,,,Penanaman rumpair merah dan rumpai laut lain yang boleh dimakan,,
5,A,03,032,0321,03214,"Culture of crustaceans, bivalves, other molluscs and other aquatic animals in sea water",,,"Pengkulturan krustasia, dwi-cangkerang, moluska dan haiwan akuatik lain di laut",,
5,A,03,032,0321,03215,Aquaculture activities in brackish water,,,Aktiviti akuakultur air payau,,
5,A,03,032,0321,03216,Aquaculture activities in salt water filled tanks or reservoirs,,,Aktiviti akuakultur di dalam tangki air atau takungan masin,,
5,A,03,032,0321,03217,Operation of hatcheries (marine),,,Operasi penetasan anak benih (laut),,
5,A,03,032,0321,03218,Operation of marine worm farms for fish feed,,,Operasi ladang ternakan cacing laut untuk makanan ikan,,
5,A,03,032,0321,03219,Marine aquaculture n.e.c.,,,Akuakultur laut t.t.t.l.,,
5,A,03,032,0322,03221,Fish farming in freshwater,,farming of freshwater ornamental fish,Ternakan ikan air tawar,,
5,A,03,032,0322,03222,Shrimp farming in freshwater,,,Ternakan udang air tawar,,
5,A,03,032,0322,03223,"Culture of freshwater crustaceans, bivalves, other molluscs and other aquatic animals",,"crocodile, alligators and snake","Pengkulturan krustasia, dwi-cangkerang, moluska dan haiwan akuatik lain di air tawar",,
5,A,03,032,0322,03224,Operation of hatcheries (freshwater),,,Operasi penetasan anak benih (air tawar),,
5,A,03,032,0322,03225,Farming of frogs,,,Penternakan katak,,
5,A,03,032,0322,03229,Freshwater aquaculture n.e.c.,,,Akuakultur air tawar t.t.t.l.,,
5,B,05,051,0510,05100,Mining of hard coal,"lignite mining, see 05200. peat digging, see 08921 and agglomeration of peat, see 08922. support activities for hard coal mining, see 09900. test drilling for coal mining, see 09900. coke ovens producing solid fuels, see 19100. manufacture of hard coal briquettes, see 19201. work performed to develop or prepare properties for coal mining, see 43124","underground or surface mining, including mining through liquefaction methods",Perlombongan batu arang pepejal,,
5,B,05,052,0520,05200,Mining of lignite (brown coal),"hard coal mining, see 05100","underground or surface mining, including mining through liquefaction methods",Perlombongan lignit (batu arang perang),,
5,B,06,061,0610,06101,Extraction of crude petroleum oils,,,Pengekstrakan minyak petroleum mentah,,
5,B,06,061,0610,06102,Extraction of bituminous or oil shale and tar sand,,,Pengekstrakan bitumen atau minyak batu syal dan pasir tar,,
5,B,06,061,0610,06103,Production of crude petroleum from bituminous shale and sand,,,Pengeluaran petroleum mentah daripada batu syal dan pasir berbitumen,,
5,B,06,061,0610,06104,Processes to obtain crude oils,"extraction of crude petroleum oils, see 06101","decantation, desalting, dehydration, stabilization, etc.",Proses mendapatkan minyak mentah(2),,
5,B,06,062,0620,06201,Production of crude gaseous hydrocarbon (natural gas),,,Pengeluaran hidrokarbon mentah bergas (gas asli),,
